Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2020-05-10,2020,5,10,,10.2,,1.5,,5.8,,12.2,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-11,2020,5,11,,8.3,,0.9,,4.6,,13.4,,0,,,,,,4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-12,2020,5,12,,8.8,,-0.4,,4.2,,13.8,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-13,2020,5,13,,12.5,,0,,6.2,,11.8,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-14,2020,5,14,,10.7,,7,,8.9,,9.1,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-15,2020,5,15,,18.8,,8.7,,13.7,,4.3,,0,,,,,,4.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-16,2020,5,16,,16.7,,9.6,,13.2,,4.8,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-17,2020,5,17,,15.3,,9.8,,12.5,,5.5,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-18,2020,5,18,,15.6,,11.4,,13.5,,4.5,,0,,,,,,8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-19,2020,5,19,,17.7,,12.3,,15,,3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-20,2020,5,20,,18.3,,11.5,,14.9,,3.1,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-21,2020,5,21,,20.4,,10.3,,15.4,,2.6,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-22,2020,5,22,,23.5,,10.7,,17.1,,0.9,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-23,2020,5,23,,24.4,,14.1,,19.2,,0,,1.2,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-24,2020,5,24,,24.7,,15.9,,20.3,,0,,2.3,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-25,2020,5,25,,29.7,,18.4,,24.1,,0,,6.1,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-26,2020,5,26,,31.5,,17.9,,24.7,,0,,6.7,,,,,,1.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-27,2020,5,27,,28.5,,19.7,,24.1,,0,,6.1,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-28,2020,5,28,,23.7,,17.8,,20.8,,0,,2.8,,,,,,7.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-29,2020,5,29,,23.8,,13.4,,18.6,,0,,0.6,,,,,,3.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-30,2020,5,30,,19.3,,9.4,,14.4,,3.6,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-31,2020,5,31,,16.6,,7.8,,12.2,,5.8,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-01,2020,6,1,,23.8,,9.7,,16.8,,1.2,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-02,2020,6,2,,23.2,,14.1,,18.6,,0,,0.6,,,,,,6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-03,2020,6,3,,28.1,,14,,21,,0,,3,,,,,,2.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-04,2020,6,4,,28.8,,16,,22.4,,0,,4.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-05,2020,6,5,,25.8,,17.3,,21.6,,0,,3.6,,,,,,4.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-06,2020,6,6,,25.3,,15.2,,20.2,,0,,2.2,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-07,2020,6,7,,21.6,,12.7,,17.2,,0.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-08,2020,6,8,,22.8,,12.2,,17.5,,0.5,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-09,2020,6,9,,30.5,,16.1,,23.3,,0,,5.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-10,2020,6,10,,30.4,,16.9,,23.7,,0,,5.7,,,,,,15.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-11,2020,6,11,,24.5,,16.6,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-12,2020,6,12,,19.3,,10.7,,15,,3,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-13,2020,6,13,,18.1,,9.8,,13.9,,4.1,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-14,2020,6,14,,18.1,,10.3,,14.2,,3.8,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-15,2020,6,15,,20.7,,12,,16.4,,1.6,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-16,2020,6,16,,24.1,,12.3,,18.2,,0,,0.2,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-17,2020,6,17,,27.3,,14.5,,20.9,,0,,2.9,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-18,2020,6,18,,29.1,,16.8,,23,,0,,5,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-19,2020,6,19,,29,,18.9,,23.9,,0,,5.9,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-20,2020,6,20,,31.3,,19.5,,25.4,,0,,7.4,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-21,2020,6,21,,30.1,,20.1,,25.1,,0,,7.1,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-22,2020,6,22,,30.9,,20.9,,25.9,,0,,7.9,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-23,2020,6,23,,24.8,,18.9,,21.8,,0,,3.8,,,,,,4.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-24,2020,6,24,,23.4,,17,,20.2,,0,,2.2,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-25,2020,6,25,,25.9,,13.5,,19.7,,0,,1.7,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-26,2020,6,26,,30.7,,16.5,,23.6,,0,,5.6,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-27,2020,6,27,,30.3,,18.2,,24.2,,0,,6.2,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-28,2020,6,28,,29.7,,18.3,,24,,0,,6,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-29,2020,6,29,,30.1,,19.7,,24.9,,0,,6.9,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-30,2020,6,30,,27.3,,20.3,,23.8,,0,,5.8,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-01,2020,7,1,,28.8,,19.3,,24,,0,,6,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-02,2020,7,2,,35.5,,23.2,,29.4,,0,,11.4,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-03,2020,7,3,,33.3,,22.2,,27.8,,0,,9.8,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-04,2020,7,4,,30.8,,21.4,,26.1,,0,,8.1,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-05,2020,7,5,,33.4,,19.1,,26.3,,0,,8.3,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-06,2020,7,6,,30.1,,23.1,,26.6,,0,,8.6,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-07,2020,7,7,,34,,22,,28,,0,,10,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-08,2020,7,8,,33,,21.6,,27.3,,0,,9.3,,,,,,14.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-09,2020,7,9,,34.2,,23.8,,29,,0,,11,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-10,2020,7,10,,31.5,,22.8,,27.1,,0,,9.1,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-11,2020,7,11,,29.7,,21,,25.4,,0,,7.4,,,,,,4.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-12,2020,7,12,,27.9,,19.1,,23.5,,0,,5.5,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-13,2020,7,13,,26.7,,18.7,,22.7,,0,,4.7,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-14,2020,7,14,,27.4,,18.3,,22.9,,0,,4.9,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-15,2020,7,15,,28.8,,19.5,,24.2,,0,,6.2,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-16,2020,7,16,,25.3,,22.5,,23.9,,0,,5.9,,,,,,4.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-17,2020,7,17,,30.6,,21.1,,25.9,,0,,7.9,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-18,2020,7,18,,32.3,,21,,26.7,,0,,8.7,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-19,2020,7,19,,29.5,,21.7,,25.6,,0,,7.6,,,,,,11.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-20,2020,7,20,,30.8,,19.2,,25,,0,,7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-21,2020,7,21,,26.5,,17.1,,21.8,,0,,3.8,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-22,2020,7,22,,26.2,,20.8,,23.5,,0,,5.5,,,,,,21.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-23,2020,7,23,,28.1,,19.7,,23.9,,0,,5.9,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-24,2020,7,24,,28,,19.3,,23.6,,0,,5.6,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-25,2020,7,25,,30,,18.8,,24.4,,0,,6.4,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-26,2020,7,26,,33.8,,21.1,,27.5,,0,,9.5,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-27,2020,7,27,,33.2,,22.8,,28,,0,,10,,,,,,2.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-28,2020,7,28,,31.6,,19.6,,25.6,,0,,7.6,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-29,2020,7,29,,29.7,,19.4,,24.6,,0,,6.6,,,,,,1.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-30,2020,7,30,,28.5,,18.2,,23.3,,0,,5.3,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-07-31,2020,7,31,,28.6,,19.8,,24.2,,0,,6.2,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-01,2020,8,1,,29.3,,20.2,,24.8,,0,,6.8,,,,,,4.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-02,2020,8,2,,26.3,,19.9,,23.1,,0,,5.1,,,,,,39.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-03,2020,8,3,,25.7,,18.2,,21.9,,0,,3.9,,,,,,22.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-04,2020,8,4,,24,,17.7,,20.8,,0,,2.8,,,,,,12.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-05,2020,8,5,,24.6,,15.3,,20,,0,,2,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-06,2020,8,6,,23.9,,14.1,,19,,0,,1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-07,2020,8,7,,25.6,,16.4,,21,,0,,3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-08,2020,8,8,,27.8,,17.1,,22.5,,0,,4.5,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-09,2020,8,9,,29.1,,20.2,,24.7,,0,,6.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-10,2020,8,10,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-11,2020,8,11,,30.4,,18,,24.2,,0,,6.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-12,2020,8,12,,29.8,,16.4,,23.1,,0,,5.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-13,2020,8,13,,29.5,,20.7,,25.1,,0,,7.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-14,2020,8,14,,28.6,,21.2,,24.9,,0,,6.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-15,2020,8,15,,27.2,,19.6,,23.4,,0,,5.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-16,2020,8,16,,25,,19.1,,22.1,,0,,4.1,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-17,2020,8,17,,26.9,,16.9,,21.9,,0,,3.9,,,,,,6.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-18,2020,8,18,,25.2,,15.1,,20.2,,0,,2.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-19,2020,8,19,,24,,13.7,,18.8,,0,,0.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-20,2020,8,20,,26.2,,13.6,,19.9,,0,,1.9,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-21,2020,8,21,,29.9,,17.9,,23.9,,0,,5.9,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-22,2020,8,22,,30.1,,20.6,,25.3,,0,,7.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-23,2020,8,23,,31.2,,19.8,,25.5,,0,,7.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-24,2020,8,24,,33.2,,21.5,,27.4,,0,,9.4,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-25,2020,8,25,,28,,17.8,,22.9,,0,,4.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-26,2020,8,26,,21.6,,15,,18.3,,0,,0.3,,,,,,7.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-27,2020,8,27,,30.3,,19.4,,24.9,,0,,6.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-28,2020,8,28,,23.6,,17.5,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-29,2020,8,29,,26.8,,17.2,,22,,0,,4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-30,2020,8,30,,23,,15.9,,19.4,,0,,1.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-08-31,2020,8,31,,24.1,,15.6,,19.8,,0,,1.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-01,2020,9,1,,28.2,,20.1,,24.1,,0,,6.1,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-02,2020,9,2,,27.7,,19,,23.4,,0,,5.4,,,,,,3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-03,2020,9,3,,27.4,,15.6,,21.5,,0,,3.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-04,2020,9,4,,23.9,,14.5,,19.2,,0,,1.2,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-05,2020,9,5,,22,,12.9,,17.4,,0.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-06,2020,9,6,,22.1,,11.6,,16.8,,1.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-07,2020,9,7,,24.3,,16.5,,20.4,,0,,2.4,,,,,,5.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-08,2020,9,8,,17.2,,15,,16.1,,1.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-09,2020,9,9,,19.2,,14.5,,16.8,,1.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-10,2020,9,10,,20.7,,14.1,,17.4,,0.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-11,2020,9,11,,16.5,,11.9,,14.2,,3.8,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-12,2020,9,12,,21,,12,,16.5,,1.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-13,2020,9,13,,26.1,,15.8,,21,,0,,3,,,,,,9.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-14,2020,9,14,,17.8,,9.6,,13.7,,4.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-15,2020,9,15,,18.7,,9.3,,14,,4,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-16,2020,9,16,,23,,14.4,,18.7,,0,,0.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-17,2020,9,17,,19.4,,10.4,,14.9,,3.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-18,2020,9,18,,16.1,,7.7,,11.9,,6.1,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-19,2020,9,19,,14.4,,6.5,,10.4,,7.6,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-20,2020,9,20,,16.7,,9.3,,13,,5,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-21,2020,9,21,,18.9,,9.1,,14,,4,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-22,2020,9,22,,20.7,,9.5,,15.1,,2.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-23,2020,9,23,,27.1,,12.5,,19.8,,0,,1.8,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-24,2020,9,24,,24.3,,14,,19.2,,0,,1.2,,,,,,4.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-25,2020,9,25,,23.1,,15.9,,19.5,,0,,1.5,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-26,2020,9,26,,24.6,,14.1,,19.4,,0,,1.4,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-27,2020,9,27,,24.7,,19.4,,22,,0,,4,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-28,2020,9,28,,26,,15.4,,20.7,,0,,2.7,,,,,,5.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-29,2020,9,29,,18.6,,13.3,,15.9,,2.1,,0,,,,,,5.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-09-30,2020,9,30,,18.8,,11.2,,15,,3,,0,,,,,,7.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-01,2020,10,1,,17.8,,9.5,,13.7,,4.3,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-02,2020,10,2,,14.9,,6.8,,10.8,,7.2,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-03,2020,10,3,,12.8,,4.9,,8.9,,9.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-04,2020,10,4,,11.9,,7.7,,9.8,,8.2,,0,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-05,2020,10,5,,15.2,,8.1,,11.7,,6.3,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-06,2020,10,6,,17.2,,8.6,,12.9,,5.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-07,2020,10,7,,18.7,,10,,14.3,,3.7,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-08,2020,10,8,,13.3,,6.9,,10.1,,7.9,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-09,2020,10,9,,16.5,,6,,11.2,,6.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-10,2020,10,10,,22.4,,10,,16.2,,1.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-11,2020,10,11,,10.9,,6.8,,8.9,,9.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-12,2020,10,12,,16,,8.3,,12.1,,5.9,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-13,2020,10,13,,17.9,,11,,14.4,,3.6,,0,,,,,,5.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-14,2020,10,14,,16.2,,8.4,,12.3,,5.7,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-15,2020,10,15,,16.1,,9.1,,12.6,,5.4,,0,,,,,,9.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-16,2020,10,16,,11.9,,5.4,,8.7,,9.3,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-17,2020,10,17,,13.8,,5.3,,9.6,,8.4,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-18,2020,10,18,,14.1,,7,,10.5,,7.5,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-19,2020,10,19,,8.4,,6.7,,7.5,,10.5,,0,,,,,,4.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-20,2020,10,20,,11.3,,6.4,,8.9,,9.1,,0,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-21,2020,10,21,,17.4,,8.9,,13.1,,4.9,,0,,,,,,5.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-22,2020,10,22,,12.5,,8.8,,10.6,,7.4,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-23,2020,10,23,,22.8,,9.3,,16,,2,,0,,,,,,3.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-24,2020,10,24,,9.3,,3.8,,6.6,,11.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-25,2020,10,25,,7.3,,3.1,,5.2,,12.8,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-26,2020,10,26,,8.6,,3.9,,6.3,,11.7,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-27,2020,10,27,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-28,2020,10,28,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-29,2020,10,29,,10.7,,2.9,,6.8,,11.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-30,2020,10,30,,3.3,,-1.9,,0.7,,17.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-10-31,2020,10,31,,8.6,,-2.8,,2.9,,15.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-11-01,2020,11,1,,12,,0.5,,6.3,,11.7,,0,,,,,,6.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-11-02,2020,11,2,,7.7,,-1.1,,3.3,,14.7,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-11-03,2020,11,3,,7.7,,4.6,,6.2,,11.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-11-04,2020,11,4,,16.8,,5.2,,11,,7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-11-05,2020,11,5,,17,,10.7,,13.9,,4.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-11-06,2020,11,6,,18.2,,9.6,,13.9,,4.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-11-07,2020,11,7,,19.3,,10.5,,14.9,,3.1,,0,,,,,,0,,0,,,M,,M
